ID,Purpose,Purpose Code,Amount,Frequency
5873,A,1,48805,7.13
5874,D,4,1021,9.47
5875,B,2,1277,1.48
5876,B,2,93,2.9
5877,D,4,581,10.28
5878,B,2,1885,3.87
5879,C,3,9354,16.53
5880,D,4,932,8.98
5881,D,4,918,5.71
5882,B,2,4714,3.82
5883,B,2,4243,5.2
5884,D,4,239,9.81
5885,C,3,22662,14.85
5886,C,3,22050,13.12
5887,D,4,1390,6.69
5888,A,1,50159,2.94
5889,A,1,51158,4.93
5890,D,4,457,10.31
5891,A,1,45957,4.03
5892,B,2,3427,3.67
5893,C,3,5306,15.91
5894,C,3,13680,15.98
5895,A,1,51086,4.54
5896,A,1,56633,7.77
5897,D,4,266,6.14
5898,D,4,1515,13.21
5899,D,4,473,12.04
5900,B,2,5592,3.31
5901,A,1,47546,7.29
5902,A,1,44439,3.16
5903,B,2,3302,2.95
5904,C,3,6013,15.13
5905,D,4,660,11.34
5906,B,2,3340,3.04
5907,C,3,13440,18.34
5908,D,4,1704,10.73
5909,C,3,21511,18.35
5910,B,2,2744,2.54
5911,A,1,54005,6.67
5912,C,3,8186,17.02
5913,D,4,962,10.28
5914,A,1,49959,7.02
5915,A,1,48609,3.53
5916,D,4,1345,11.39
5917,A,1,48246,6.19
5918,D,4,1088,7.92
5919,C,3,23782,14.53
5920,D,4,755,11.92
5921,B,2,67,2.6
5922,C,3,8652,13.26
5923,B,2,2099,3.48
5924,A,1,46437,7.78
5925,B,2,147,3.13
5926,D,4,692,8.41
5927,C,3,12688,15.09
5928,C,3,21710,13.42
5929,B,2,4466,2.69
5930,B,2,265,2.7
5931,D,4,1424,10.34
5932,B,2,2056,2.75
5933,A,1,47334,7.21
5934,A,1,53264,7.2
5935,A,1,50570,7.8
5936,A,1,53222,5.09
5937,B,2,6299,3.92
5938,B,2,4234,3.33
5939,B,2,474,2.35
5940,D,4,608,14.45
5941,C,3,18222,13.92
5942,A,1,52433,9.21
5943,C,3,8313,6.81
5944,D,4,172,11.35
5945,B,2,750,1.71
5946,D,4,1546,11.29
5947,D,4,370,9.63
5948,A,1,52943,11.64
5949,B,2,8462,4.34
5950,C,3,6457,14.35
5951,A,1,53126,8.38
5952,B,2,1064,4.81
5953,A,1,53296,5.93
5954,B,2,4024,4.4
5955,C,3,16204,21.2
5956,B,2,6724,4.02
5957,D,4,1106,8.16
5958,D,4,1412,12.18
5959,A,1,49386,6.29
5960,B,2,1102,2.2
5961,B,2,619,3.1
5962,B,2,476,1.96
5963,A,1,53284,5.31
5964,A,1,51614,9.3
5965,C,3,16153,26.04
5966,D,4,1382,10.16
5967,C,3,9942,17.19
5968,B,2,1617,3.07
5969,D,4,1997,9.5
5970,A,1,56528,4.31
5971,A,1,50789,7.89
5972,B,2,4235,3.82
5973,D,4,287,7.57
5974,D,4,846,11.24
5975,A,1,47808,4.93
5976,A,1,52043,1.69
5977,C,3,15385,19.05
5978,C,3,16295,14.2
5979,D,4,1663,8.73
5980,D,4,1122,8.3
5981,B,2,2665,4.1
5982,D,4,787,8.58
5983,C,3,21177,17.41
5984,C,3,10928,19.1
5985,D,4,1442,11.74
5986,A,1,50360,8.24
5987,B,2,610,2.35
5988,A,1,46169,5.71
5989,B,2,1140,2.95
5990,A,1,50434,8.48
5991,C,3,16711,15.18
5992,B,2,2349,3.09
5993,D,4,374,7.03
5994,A,1,52300,7.96
5995,A,1,54421,4.79
5996,A,1,50501,3.13
5997,B,2,1252,3.58
5998,C,3,12994,13.09
5999,B,2,30,2.5
6000,D,4,816,11.13
6001,C,3,16795,13.69
6002,B,2,1436,3.23
6003,B,2,5631,3.53
6004,C,3,23224,16.36
6005,C,3,17075,10.85
6006,B,2,2961,4.4
6007,A,1,45309,2.73
6008,C,3,12998,14.49
6009,A,1,53908,7.99
6010,D,4,53,11.2
6011,A,1,49835,7.72
6012,C,3,13630,16.34
6013,D,4,657,12.31
6014,A,1,48730,5.12
6015,B,2,2266,3.41
6016,C,3,14223,15.5
6017,B,2,3345,2.69
6018,D,4,752,9.7
6019,D,4,675,11.1
6020,B,2,1892,3.56
6021,D,4,1577,12.44
6022,A,1,53383,6.26
6023,C,3,11470,12.05
6024,A,1,51914,5.26
6025,A,1,53484,8.19
6026,A,1,53767,7.29
6027,A,1,53413,1.32
6028,B,2,2547,2.53
6029,D,4,882,13.31
6030,C,3,16787,17.52
6031,D,4,1259,10.79
6032,C,3,16146,16.83
6033,D,4,391,11.96
6034,D,4,538,10.09
6035,D,4,1088,8.03
6036,C,3,6555,12.89
6037,D,4,11,5.7
6038,C,3,11523,16.75
6039,D,4,514,2.92
6040,C,3,6165,19.31
6041,A,1,51657,8.82
6042,A,1,44540,4.28
6043,D,4,742,11.12
6044,B,2,3929,3.78
6045,B,2,2551,4.94
6046,A,1,53770,4.2
6047,B,2,5147,3.94
6048,C,3,10054,12.74
6049,C,3,20952,16.66
6050,C,3,18598,17.46
6051,C,3,25524,12.26
6052,D,4,1015,7.58
6053,C,3,20926,15.1
6054,A,1,50281,4.17
6055,A,1,58979,6.72
6056,C,3,15548,16.03
6057,A,1,52941,4.8
6058,B,2,562,2.06
6059,C,3,18908,10.67
6060,D,4,840,9.98
6061,D,4,1133,8.44
6062,C,3,7165,18.04
6063,B,2,1835,4.66
6064,C,3,23691,11.83
6065,A,1,55749,5.06
6066,C,3,7922,11.39
6067,A,1,51164,10.67
6068,D,4,892,9.18
6069,D,4,799,10.2
6070,B,2,203,3.74
6071,B,2,1274,3.87
6072,D,4,371,9.38
6073,B,2,4215,2.13
6074,D,4,1031,12.13
6075,B,2,1865,2.71
6076,D,4,362,10.48
6077,A,1,53510,3.66
6078,C,3,13909,12.46
6079,B,2,2323,3.37
6080,A,1,53825,5.94
6081,D,4,160,7.66
6082,A,1,49265,5.57
6083,A,1,45587,6.03
6084,D,4,354,9.98
6085,B,2,2722,1.42
6086,D,4,1634,8.95
6087,B,2,59,3.35
6088,B,2,3851,2.81
6089,C,3,20830,16.63
6090,D,4,1034,9.11
6091,A,1,52738,6.22
6092,C,3,15311,24.79
6093,C,3,4687,18.31
6094,C,3,23299,19.57
6095,A,1,52688,6.54
6096,D,4,935,8.97
6097,C,3,9373,10.59
6098,D,4,1670,10.7
6099,D,4,1749,8.42
6100,C,3,21921,15.33
6101,D,4,189,9.9
6102,B,2,6678,3.04
6103,A,1,45451,6.51
6104,C,3,20156,17.24
6105,B,2,3267,2.51
6106,C,3,13306,12.14
6107,B,2,338,4.23
6108,D,4,356,9.04
6109,C,3,17908,12.23
6110,D,4,738,12.27
6111,A,1,50988,9.05
6112,B,2,667,3.46
6113,C,3,10368,16.48
6114,D,4,1102,8.95
6115,A,1,48824,6.83
6116,D,4,1174,11.15
6117,C,3,20396,14.25
6118,C,3,2959,16.87
6119,D,4,441,10.33
6120,B,2,4677,3.5
6121,A,1,54388,7.33
6122,C,3,20345,20.44
6123,D,4,215,8.62
6124,D,4,600,10.78
6125,B,2,369,3.66
6126,A,1,56478,4.23
6127,D,4,728,9.54
6128,D,4,633,10.59
6129,D,4,523,6.77
6130,D,4,1094,10.89
6131,B,2,774,2.78
6132,C,3,19668,16.78
6133,D,4,1445,6.01
6134,C,3,15231,11.76
6135,C,3,20250,12.72
6136,B,2,2259,4.52
6137,B,2,2092,3.29
6138,D,4,1259,8.35
6139,C,3,8095,16.17
6140,C,3,10499,18.77
6141,B,2,2765,4.14
6142,B,2,1207,3.55
6143,C,3,19902,14.93
6144,A,1,45786,6.64
6145,C,3,16367,16.55
6146,B,2,3209,3.84
6147,A,1,51406,4.36
6148,B,2,3306,1.5
6149,C,3,18370,15.44
6150,C,3,10116,18.86
6151,D,4,1023,6.07
6152,B,2,1051,4.13
6153,D,4,782,12.49
6154,C,3,17641,14.1
6155,C,3,14416,18.17
6156,A,1,51207,4.5
6157,D,4,550,11.88
6158,A,1,56664,5.26
6159,B,2,4774,4.05
6160,B,2,1149,1.95
6161,B,2,3569,2.76
6162,A,1,50526,8.59
6163,B,2,4439,3.98
6164,C,3,14123,19.96
6165,C,3,20679,18.07
6166,B,2,4538,3.59
6167,C,3,16573,17.37
6168,D,4,330,8.72
6169,C,3,19226,19.02
6170,A,1,47951,7.57
6171,C,3,19923,13.23
6172,B,2,4688,1.69
6173,D,4,1196,9.25
6174,D,4,722,11.41
6175,C,3,9325,14.07
6176,A,1,45672,4.18
6177,D,4,604,10.93
6178,B,2,2081,3.3
6179,D,4,486,8.84
6180,D,4,696,11.67
6181,B,2,2248,3.45
6182,D,4,471,8.78
6183,B,2,1729,2.96
6184,B,2,3176,3.71
6185,A,1,42252,5.3
6186,A,1,51779,5.82
6187,D,4,535,11.14
6188,B,2,3109,2.82
6189,C,3,19220,15.01
6190,A,1,42572,6.46
6191,B,2,3869,3.91
6192,D,4,944,10.99
6193,A,1,52796,10.95
6194,D,4,873,7.38
6195,D,4,891,8.6
6196,B,2,2116,2.91
6197,D,4,182,11.17
6198,D,4,138,8.81
6199,C,3,11995,20.03
6200,D,4,1075,11.44
6201,C,3,13077,17.42
6202,D,4,98,9.01
6203,A,1,49115,4.85
6204,A,1,47487,8.3
6205,A,1,50902,8.25
6206,A,1,54808,6.89
6207,A,1,48260,1.93
6208,A,1,47052,5.83
6209,D,4,1029,9.89
6210,C,3,13981,13.81
6211,B,2,2159,2.55
6212,D,4,1358,11.71
6213,B,2,263,2.66
6214,D,4,746,9.6
6215,C,3,15577,15.22
6216,D,4,422,10.59
6217,B,2,1702,3.08
6218,D,4,1058,8.47
6219,B,2,733,3.56
6220,B,2,2160,3.45
6221,A,1,48288,4.01
6222,D,4,583,9.95
6223,C,3,5048,12.85
6224,B,2,844,5.13
6225,C,3,20565,15.6
6226,A,1,46476,9.51
6227,D,4,829,8.84
6228,C,3,13045,20.37
6229,B,2,73,1.28
6230,B,2,3755,2.74
6231,C,3,7626,18.66
6232,B,2,48,2.98
6233,C,3,17321,12.43
6234,A,1,47921,6.98
6235,D,4,85,7.38
6236,A,1,52371,8.03
6237,A,1,51787,8.48
6238,B,2,1554,3.39
6239,C,3,10613,13.8
6240,A,1,49859,5.93
6241,B,2,5339,3.89
6242,A,1,45948,10.31
6243,A,1,43700,8.57
6244,C,3,18469,17.77
6245,B,2,1074,3.5
6246,B,2,1272,3.18
6247,C,3,13359,18.68
6248,A,1,56270,5.42
6249,B,2,6257,5.01
6250,D,4,2036,11.64
6251,C,3,14494,14.06
6252,A,1,45906,5.95
6253,B,2,2694,3.75
6254,C,3,12777,15.22
6255,A,1,47128,7.11
6256,A,1,51016,8.47
6257,B,2,389,3.38
6258,D,4,1101,8.26
6259,C,3,15160,6.3
6260,C,3,21335,18.17
6261,D,4,101,7.19
6262,D,4,955,7.97
6263,A,1,45997,3.13
6264,A,1,54353,4.22
6265,B,2,2750,4.43
6266,B,2,1614,3.46
6267,A,1,46395,7.2
6268,D,4,592,9.56
6269,A,1,47384,1.68
6270,D,4,928,14.72
6271,B,2,1870,4.94
6272,A,1,50315,9.76
6273,A,1,45744,7.75
6274,B,2,3747,3.13
6275,C,3,12132,13.03
6276,D,4,716,9.03
6277,C,3,14105,16.7
6278,C,3,15025,13.96
6279,A,1,54240,7.37
6280,A,1,51508,7.85
6281,B,2,275,3.75
6282,D,4,901,9.81
6283,D,4,613,10.21
6284,C,3,13116,15.63
6285,A,1,46830,7.37
6286,D,4,1022,7.55
6287,D,4,607,10.62
6288,B,2,2685,3.63
6289,A,1,48547,5.89
6290,D,4,1342,10
6291,D,4,665,10.67
6292,C,3,13551,17.68
6293,C,3,19805,14.98
6294,B,2,3016,3.78
6295,A,1,48413,7.79
6296,A,1,49473,7.08
6297,A,1,48086,5.89
6298,A,1,53892,8.42
6299,D,4,160,8.77
6300,B,2,2159,2.39
6301,C,3,19294,15.18
6302,A,1,58491,4.86
6303,D,4,699,7.77
6304,D,4,476,11.9
6305,D,4,693,11.38
6306,C,3,20403,14.97
6307,A,1,56192,4.19
6308,C,3,18532,18.59
6309,C,3,19039,20.08
6310,C,3,25021,17.73
6311,C,3,12776,14.75
6312,B,2,2259,2.12
6313,D,4,1038,5.56
6314,C,3,20515,11.84
6315,A,1,44230,7.21
6316,B,2,2380,4.08
6317,D,4,24,10.51
6318,C,3,18346,17.59
6319,D,4,1445,11.99
6320,B,2,1723,4.51
6321,D,4,819,11.94
6322,D,4,1109,12.34
6323,B,2,3608,4.52
6324,B,2,3134,3.17
6325,C,3,17526,15.88
6326,D,4,478,6.62
6327,C,3,27535,15.46
6328,B,2,1125,3.98
6329,D,4,1622,8.02
6330,A,1,46855,6.28
6331,D,4,928,12.96
6332,C,3,17665,8.88
6333,B,2,1681,2.47
6334,C,3,23544,16.55
6335,C,3,7064,16.88
6336,B,2,2310,1.75
6337,A,1,53951,9.69
6338,D,4,545,11.91
6339,C,3,16506,12.72
6340,A,1,52058,7.06
6341,A,1,51403,6.16
6342,B,2,12,4.59
6343,C,3,7626,20.91
6344,D,4,284,9.77
6345,B,2,3255,4.12
6346,C,3,16608,14.11
6347,B,2,595,1.75
6348,D,4,627,9.13
6349,A,1,51917,1.57
6350,D,4,643,6.81
6351,C,3,5015,13.07
6352,A,1,50123,7.13
6353,D,4,336,12.5
6354,C,3,12444,19.02
6355,B,2,2164,3.14
6356,B,2,2373,2.67
6357,C,3,17306,15.92
6358,B,2,827,2.38
6359,D,4,851,9.63
6360,D,4,865,8.59
6361,B,2,1263,2.79
6362,C,3,20630,12.81
6363,D,4,609,10.98
6364,A,1,47797,10.91
6365,D,4,1240,10.24
6366,D,4,661,8.37
6367,D,4,308,9.09
6368,C,3,13529,15.44
6369,D,4,840,8.51
6370,C,3,16999,12.79
6371,B,2,1791,3.63
6372,D,4,217,11.3
6373,C,3,4988,14.8
6374,B,2,2596,2.38
6375,A,1,46843,4.03
6376,A,1,50798,6.11
6377,A,1,47697,8.99
6378,B,2,3225,1.72
6379,D,4,1455,11.78
6380,C,3,14894,19.71
6381,C,3,16347,19.11
6382,A,1,50797,4.67
6383,A,1,52617,5.39
6384,B,2,30,5.41
6385,D,4,1910,14.34
6386,A,1,52322,6.4
6387,D,4,924,11.14
6388,D,4,846,8.97
6389,A,1,52204,0.99
6390,B,2,632,3.07
6391,C,3,22126,18.47
6392,B,2,820,2.17
6393,C,3,9930,15.4
6394,B,2,3282,2.84
6395,D,4,2196,11.39
6396,C,3,17255,20.97
6397,C,3,13522,16.51
6398,A,1,47058,9.17
6399,B,2,4115,3.78
6400,A,1,56279,6.4
6401,B,2,3127,3.5
6402,C,3,12275,18.08
6403,D,4,630,9.85
6404,C,3,21351,15.72
6405,C,3,5151,12.27
6406,A,1,44093,6.66
6407,A,1,48916,10.67
6408,C,3,9695,13.34
6409,B,2,5980,2.88
6410,B,2,326,2.35
6411,B,2,907,3.42
6412,C,3,23712,10.79
6413,D,4,1144,9
6414,C,3,17341,12.51
6415,C,3,25158,18.94
6416,B,2,393,3.35
6417,B,2,3194,2.88
6418,A,1,52489,7.49
6419,B,2,4883,3.33
6420,A,1,48363,6.79
6421,A,1,53258,6.4
6422,B,2,3681,2.61
6423,A,1,48772,9.29
6424,B,2,1906,1.82
6425,B,2,1604,2.18
6426,A,1,55188,6.11
6427,B,2,2699,2.84
6428,C,3,17519,19.19
6429,A,1,52051,4.12
6430,C,3,17620,15.9
6431,C,3,20454,7.31
6432,C,3,19987,24.23
6433,D,4,1144,10.93
6434,D,4,713,8.87
6435,C,3,9101,16.04
6436,C,3,8049,22.8
6437,C,3,17417,12.19
6438,B,2,218,4.22
6439,A,1,55413,4.72
6440,A,1,51749,9.09
6441,A,1,49610,8.69
6442,A,1,44713,7.66
6443,C,3,12034,14.22
6444,A,1,47270,9.18
6445,D,4,264,11.3
6446,A,1,50707,4.32
6447,C,3,15016,17.98
6448,A,1,51020,5.68
6449,D,4,1283,10.03
6450,D,4,261,12.42
6451,D,4,1099,10.44
6452,A,1,50551,7.18
6453,A,1,45820,5.32
6454,C,3,14314,13.8
6455,D,4,90,12.42
6456,B,2,3379,4.37
6457,D,4,1158,10.85
6458,C,3,18353,11.64
6459,C,3,23566,12.52
6460,D,4,831,6.49
6461,C,3,17893,17.29
6462,D,4,893,10.28
6463,A,1,47214,5.34
6464,B,2,754,4.36
6465,A,1,54159,5.98
6466,B,2,2021,2.43
6467,D,4,508,12.26
6468,A,1,50334,5.6
6469,D,4,1161,6.91
6470,B,2,3708,5.6
6471,B,2,7570,1.54
6472,B,2,4152,4.68
6473,A,1,50553,5.96
6474,A,1,45355,8.23
6475,A,1,44790,7.7
6476,A,1,52076,6.22
6477,B,2,1449,3.71
6478,D,4,39,11.88
6479,D,4,987,9.16
6480,A,1,45454,6.6
6481,A,1,52215,8.02
6482,D,4,623,7.29
6483,C,3,14778,20.62
6484,B,2,2010,3.88
6485,A,1,50626,4.06
6486,A,1,53180,5.45
6487,D,4,159,11.95
6488,B,2,4409,2.98
6489,C,3,17650,13.01
6490,D,4,661,10.99
6491,D,4,353,10.48
6492,C,3,16744,15.54
6493,A,1,50059,6.34
6494,A,1,48724,8.39
6495,B,2,753,3.52
6496,D,4,934,12.58
6497,C,3,17477,16.94
6498,D,4,316,13.59
6499,D,4,124,10.65
6500,D,4,1125,8.63
6501,B,2,2189,2.26
6502,B,2,1765,5.26
6503,C,3,14765,18.12
6504,A,1,47149,5.78
6505,D,4,341,6.21
6506,C,3,13733,13.56
6507,B,2,1824,2.77
6508,B,2,931,0.98
6509,B,2,1520,3.05
6510,C,3,9581,13.67
6511,C,3,14368,9.03
6512,A,1,46008,4.49
6513,D,4,1371,10.39
6514,C,3,15489,15.38
6515,D,4,214,6.65
6516,D,4,1094,5.85
6517,A,1,55360,5.48
6518,D,4,184,11.25
6519,D,4,629,9.38
6520,B,2,2197,2.39
6521,D,4,77,7.77
6522,C,3,12169,10.42
6523,C,3,8103,14.59
6524,A,1,39700,8.45
6525,D,4,580,7.53
6526,C,3,25201,17.42
6527,A,1,51237,6.86
6528,C,3,11520,11.24
6529,D,4,910,13.6
6530,A,1,48765,6.18
6531,D,4,613,10.78
6532,D,4,1143,8.58
6533,B,2,898,3.56
6534,A,1,56547,7.42
6535,A,1,47389,6.83
6536,C,3,7915,20.41
6537,C,3,17875,15.72
6538,B,2,2421,3.48
6539,C,3,16939,20.39
6540,D,4,464,7.82
6541,A,1,45039,7.26
6542,B,2,3235,4.46
6543,C,3,17191,14.84
6544,D,4,473,8.89
6545,D,4,640,8.77
6546,B,2,1088,5
6547,C,3,11124,16.67
6548,D,4,1620,5.31
6549,A,1,46627,6.44
6550,A,1,46976,5.68
6551,C,3,19095,16.26
6552,A,1,50418,9.27
6553,A,1,51700,6.9
6554,A,1,46346,7.03
6555,D,4,326,12.86
6556,B,2,59,3.42
6557,A,1,49682,6.08
6558,C,3,20554,14.16
6559,C,3,22353,17.22
6560,A,1,49650,4.28
6561,C,3,15775,16.87
6562,B,2,8384,2.84
6563,C,3,14693,13.92
6564,B,2,25,2.98
6565,C,3,9926,14.3
6566,A,1,55080,1.91
6567,D,4,1375,8.24
6568,D,4,1479,10.77
6569,B,2,1610,2.65
6570,A,1,56541,11.52
6571,D,4,675,10.55
6572,A,1,45717,5.46
6573,B,2,619,3.01
6574,D,4,1157,8.42
6575,B,2,880,0.8
6576,B,2,871,3.35
6577,C,3,15866,18.41
6578,A,1,47424,7.54
6579,C,3,16947,12.48
6580,A,1,46820,3.46
6581,C,3,17204,21.81
6582,D,4,307,10.38
6583,A,1,49108,5.87
6584,C,3,12899,19.07
6585,D,4,1721,10.74
6586,D,4,573,11.31
6587,A,1,49199,7.66
6588,B,2,959,4.28
6589,D,4,1069,9.11
6590,C,3,19981,19.47
6591,B,2,3931,1.84
6592,C,3,6611,16.06
6593,A,1,46582,4.48
6594,D,4,585,10.68
6595,A,1,58125,3.05
6596,B,2,214,3.06
6597,B,2,4855,4.61
6598,B,2,1441,4.18
6599,B,2,420,3.78
6600,B,2,1617,3.01
6601,B,2,2089,4.01
6602,B,2,6501,3.43
6603,A,1,46711,9.32
6604,C,3,18578,16.2
6605,A,1,48875,3.87
6606,D,4,396,8.63
6607,C,3,12453,18.78
6608,B,2,6195,2.88
6609,B,2,6045,3.86
6610,D,4,1529,10.44
6611,B,2,692,3.82
6612,C,3,10549,12.27
6613,B,2,1006,3.71
6614,D,4,238,11.51
6615,B,2,1524,2.86
6616,B,2,682,2.09
6617,A,1,47943,3.37
6618,A,1,53053,3.94
6619,B,2,2850,2.85
6620,A,1,53909,7.97
6621,B,2,1205,3.46
6622,A,1,50681,8.96
6623,D,4,458,13.31
6624,B,2,910,2.23
6625,B,2,1066,3.93
6626,D,4,218,9.08
6627,C,3,19790,13.8
6628,B,2,884,3.95
6629,C,3,15482,18.73
6630,B,2,2107,1.75
6631,C,3,9940,18.67
6632,B,2,54,2.37
6633,D,4,981,12.76
6634,C,3,13390,17.16
6635,B,2,5618,4.2
6636,D,4,771,10.98
6637,A,1,51120,7.13
6638,B,2,5166,3.14
6639,B,2,3106,2.05
6640,C,3,13538,11.18
6641,B,2,3177,2.61
6642,C,3,11305,15.23
6643,D,4,1167,10.82
6644,D,4,389,11.7
6645,C,3,12622,19.21
6646,B,2,3773,3.16
6647,C,3,21277,19.44
6648,A,1,48278,8.8
6649,B,2,2172,1.56
6650,A,1,53112,9.05
6651,A,1,53100,8.69
6652,B,2,3443,2.31
6653,D,4,178,8.4
6654,B,2,3128,1.8
6655,D,4,1371,10.02
6656,D,4,858,6.26
6657,D,4,1760,8.43
6658,D,4,690,7.28
6659,D,4,690,11.18
6660,C,3,13397,13.98
6661,C,3,11874,11.98
6662,D,4,1193,12.37
6663,C,3,15106,12.91
6664,D,4,683,13.04
6665,B,2,6626,3.02
6666,C,3,17942,15.65
6667,C,3,20654,17.54
6668,B,2,2567,4.76
6669,D,4,289,11.04
6670,B,2,3479,3.91
6671,A,1,50586,6.85
6672,D,4,586,7.65
6673,C,3,15665,14.7
6674,C,3,10623,12
6675,C,3,10925,14.05
6676,D,4,929,10.65
6677,A,1,54070,7.19
6678,A,1,54454,8.46
6679,A,1,48660,7.25
6680,B,2,923,0.88
6681,B,2,436,2.89
6682,C,3,17676,15.68
6683,C,3,12650,17.18
6684,D,4,1028,11.52
6685,B,2,1069,2.79
6686,A,1,50640,10.68
6687,A,1,49566,5.93
6688,B,2,277,2.16
6689,C,3,8078,14.62
6690,C,3,11856,14.11
6691,D,4,1194,10.5
6692,D,4,1510,8.21
6693,B,2,586,2.87
6694,B,2,2277,2.39
6695,B,2,1,3.39
6696,C,3,12203,14.29
6697,C,3,16121,18.96
6698,B,2,2035,4.47
6699,D,4,743,10.9
6700,D,4,956,10.18
6701,B,2,798,1.95
6702,D,4,8,5.83
6703,B,2,2665,1.9
6704,B,2,2744,2.91
6705,D,4,1478,9.99
6706,C,3,14057,17.92
6707,A,1,51201,8.67
6708,D,4,727,8.17
6709,C,3,11217,11.13
6710,B,2,3518,2.77
6711,B,2,708,2.18
6712,C,3,19451,15.09
6713,D,4,1141,9.84
6714,A,1,44808,5.97
6715,C,3,6975,12.99
6716,D,4,370,12.97
6717,D,4,1311,10.14
6718,B,2,2682,3.98
6719,B,2,1980,2.64
6720,B,2,3289,3.43
6721,C,3,8044,16.99
6722,C,3,15213,18.42
6723,D,4,1995,9.55
6724,D,4,1236,8.15
6725,D,4,608,15.37
6726,A,1,45187,9.84
6727,C,3,13622,17.53
6728,A,1,52527,7.13
6729,A,1,43292,6.63
6730,B,2,3210,3.54
6731,D,4,298,6.48
6732,A,1,52640,5.72
6733,B,2,3228,3.99
6734,B,2,708,4.18
6735,D,4,133,9.91
6736,D,4,1034,10.36
6737,B,2,348,3.93
6738,D,4,915,9.69
6739,D,4,1265,6.6
6740,A,1,52193,7.23
6741,D,4,2036,9.98
6742,C,3,12620,15.74
6743,A,1,54094,6.05
6744,C,3,18495,17.48
6745,A,1,45327,8.2
6746,A,1,46127,5.99
6747,B,2,5252,4.57
6748,D,4,1300,8.58
6749,D,4,1066,10.33
6750,A,1,40238,6.04
6751,B,2,5420,3.76
6752,A,1,45239,8.01
6753,A,1,48846,6.68
6754,C,3,10582,18.45
6755,C,3,13790,21.52
6756,A,1,49887,7.61
6757,B,2,147,3.01
6758,B,2,5955,3.63
6759,B,2,555,4.23
6760,C,3,13821,17.79
6761,C,3,18098,18.49
6762,B,2,4511,1.93
6763,C,3,21309,14.11
6764,C,3,8424,15.49
6765,B,2,1784,3.57
6766,C,3,20891,17.48
6767,C,3,6042,16.31
6768,D,4,973,9.51
6769,D,4,568,13.9
6770,A,1,55952,4.8
6771,B,2,3927,3.72
6772,B,2,1807,3.53
6773,B,2,2105,3.12
6774,C,3,15387,13.13
6775,C,3,21751,16.63
6776,B,2,1667,3.51
6777,A,1,54632,6.97
6778,C,3,16994,10.35
6779,A,1,53109,6.11
6780,A,1,47957,6.08
6781,C,3,13767,17.51
6782,C,3,12911,12.86
6783,A,1,51524,6.44
6784,D,4,1070,12.14
6785,B,2,1816,3.32
6786,B,2,638,3.85
6787,D,4,680,9.06
6788,D,4,931,12.38
6789,B,2,1771,1.69
6790,D,4,221,10.31
6791,C,3,10848,11.94
6792,D,4,675,9.89
6793,A,1,47587,8.83
6794,B,2,4973,4.08
6795,B,2,209,4.14
6796,C,3,13151,15.04
6797,A,1,49627,7.53
6798,D,4,651,9.23
6799,A,1,51539,4.69
6800,D,4,975,10.56
6801,C,3,15558,18.14
6802,C,3,12752,20.88
6803,D,4,547,10.36
6804,A,1,49571,3.63
6805,C,3,16852,17.32
6806,D,4,1529,11.29
6807,D,4,82,8.2
6808,A,1,51519,4.96
6809,B,2,2588,2.12
6810,D,4,1422,6.29
6811,B,2,2245,2.92
6812,A,1,45453,9.58
6813,B,2,2138,2.5
6814,C,3,14850,19.07
6815,D,4,1361,8.8
6816,B,2,622,1.17
6817,C,3,16698,12.58
6818,C,3,11795,14.13
6819,B,2,1159,3.22
6820,C,3,12204,22.58
6821,B,2,2612,2.77
6822,A,1,51712,6.91
6823,D,4,262,9
6824,A,1,45567,8.73
6825,D,4,182,9.11
6826,C,3,15888,12.55
6827,A,1,50539,4.31
6828,C,3,15395,15.7
6829,C,3,22860,9.93
6830,B,2,5893,4.71
6831,A,1,46702,4.15
6832,A,1,45810,7.69
6833,C,3,7283,13.96
6834,C,3,21867,15.45
6835,D,4,233,6.3
6836,B,2,3484,3.39
6837,B,2,1163,2.14
6838,D,4,852,10.36
6839,A,1,48089,9.2
6840,C,3,18881,17.69
6841,A,1,49127,7.34
6842,D,4,1451,9.58
6843,A,1,48637,3.75
6844,B,2,384,2.36
6845,A,1,46026,6.31
6846,A,1,50775,5.71
6847,B,2,2432,4.65
6848,D,4,1175,10.65
6849,D,4,1327,11.59
6850,B,2,3435,3.75
6851,A,1,51999,4.21
6852,A,1,47755,5.97
6853,B,2,750,3.29
6854,C,3,17865,13.58
6855,B,2,2209,4.42
6856,D,4,627,9.24
6857,D,4,1301,7.98
6858,C,3,1599,16.06
6859,A,1,46915,6.41
6860,B,2,2850,3.42
6861,D,4,1321,8.07
6862,B,2,3081,2.94
6863,B,2,2133,3.73
6864,C,3,20764,18.22
6865,B,2,3861,5.45
6866,D,4,1254,9.05
6867,C,3,19730,10.29
6868,D,4,1337,10.8
6869,B,2,629,4.34
6870,B,2,2024,2.76
6871,B,2,1971,5.16
6872,C,3,9463,18.83
6873,B,2,1101,5.1
6874,C,3,21649,15.01
6875,C,3,13896,18.85
6876,A,1,48448,8.37
6877,B,2,798,3.25
6878,C,3,10885,20.69
6879,A,1,48035,9.03
6880,A,1,51840,7.88
6881,C,3,17491,17.72
6882,B,2,2406,2.21
6883,C,3,20924,15.72
6884,B,2,4175,3.43
6885,C,3,8364,17.21
6886,C,3,3425,14.88
6887,D,4,115,12.61
6888,D,4,844,7.74
